"","table_name","column_name","type","min","mean","max","no_distict_values","values"
"1","bemovi_mag_25__morph_mvt_non_cropped","timestamp","TEXT",NA,NA,NA,53,"20211103, 20211108, 20211110, 20211112, 20211115, 20211117, 20211119, 20211122, 20211124, 20211126, 20211129, 20211201, 20211203, 20211206, 20211208, 20211210, 20211213, 20211215, 20211217, 20211220, 20211222, 20211224, 20211227, 20211229, 20211231, ..., 20211103, 20211108, 20211110, 20211112, 20211115, 20211117, 20211119, 20211122, 20211124, 20211126, 20211129, 20211201, 20211203, 20211206, 20211208, 20211210, 20211213, 20211215, 20211217, 20211220, 20211222, 20211224, 20211227, 20211229, 20211231"
"2","bemovi_mag_25__morph_mvt_non_cropped","file","TEXT",NA,NA,NA,3900,"20211103_00001, 20211103_00003, 20211103_00004, 20211103_00005, 20211103_00007, 20211103_00008, 20211103_00009, 20211103_00010, 20211103_00016, 20211103_00017, 20211103_00018, 20211103_00020, 20211103_00022, 20211103_00023, 20211103_00024, 20211103_00026, 20211103_00028, 20211103_00029, 20211103_00030, 20211103_00034, 20211103_00035, 20211103_00037, 20211103_00043, 20211103_00045, 20211103_00046, ..., 20211103_00001, 20211103_00003, 20211103_00004, 20211103_00005, 20211103_00007, 20211103_00008, 20211103_00009, 20211103_00010, 20211103_00016, 20211103_00017, 20211103_00018, 20211103_00020, 20211103_00022, 20211103_00023, 20211103_00024, 20211103_00026, 20211103_00028, 20211103_00029, 20211103_00030, 20211103_00034, 20211103_00035, 20211103_00037, 20211103_00043, 20211103_00045, 20211103_00046"
"3","bemovi_mag_25__morph_mvt_non_cropped","mean_grey","REAL",12.00125,41.5028287284359,245.518740740741,44988,"NA"
"4","bemovi_mag_25__morph_mvt_non_cropped","sd_grey","REAL",0.0787754494025356,6.68197883544744,102.311639564959,45106,"NA"
"5","bemovi_mag_25__morph_mvt_non_cropped","mean_area","REAL",306.132768,637.706470795133,19715.800628,25632,"NA"
"6","bemovi_mag_25__morph_mvt_non_cropped","sd_area","REAL",0,238.629680977716,12667.5930977698,41474,"NA"
"7","bemovi_mag_25__morph_mvt_non_cropped","mean_perimeter","REAL",60.404228,101.671425622705,1336.2260035,43972,"NA"
"8","bemovi_mag_25__morph_mvt_non_cropped","sd_perimeter","REAL",0,21.6856213093076,901.436134290009,45076,"NA"
"9","bemovi_mag_25__morph_mvt_non_cropped","mean_major","REAL",20.9723074285714,37.2924020657405,407.732181866667,44464,"NA"
"10","bemovi_mag_25__morph_mvt_non_cropped","sd_major","REAL",0.117849680490101,7.11568441196879,226.217978570632,45106,"NA"
"11","bemovi_mag_25__morph_mvt_non_cropped","mean_minor","REAL",8.5787448,20.0351699381584,104.887754,43887,"NA"
"12","bemovi_mag_25__morph_mvt_non_cropped","sd_minor","REAL",0.213633549556244,3.75770661852266,59.6519782959882,45105,"NA"
"13","bemovi_mag_25__morph_mvt_non_cropped","mean_ar","REAL",1.04,1.96985420091145,19.8513684210526,42742,"NA"
"14","bemovi_mag_25__morph_mvt_non_cropped","sd_ar","REAL",0.0164664160381929,0.402637695731542,8.90686013954719,45104,"NA"
"15","bemovi_mag_25__morph_mvt_non_cropped","mean_turning","REAL",-3.14,0.0391112047177756,3.14,629,"NA"
"16","bemovi_mag_25__morph_mvt_non_cropped","sd_turning","REAL",0.02,1.05384449962311,3.57,306,"NA"
"17","bemovi_mag_25__morph_mvt_non_cropped","duration","REAL",0.32,1.34570655788589,5,118,"NA"
"18","bemovi_mag_25__morph_mvt_non_cropped","n_frames","INTEGER",6,31.6405577971888,125,120,"6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, ..., 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30"
"19","bemovi_mag_25__morph_mvt_non_cropped","max_net","REAL",30.02,167.755376889992,9099.81,21898,"NA"
"20","bemovi_mag_25__morph_mvt_non_cropped","net_disp","INTEGER",0,155.13051478739,9100,1374,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, ..., 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24"
"21","bemovi_mag_25__morph_mvt_non_cropped","net_speed","REAL",0,163.089353079412,2436.72,24026,"NA"
"22","bemovi_mag_25__morph_mvt_non_cropped","gross_disp","REAL",30.19,272.194140469118,11570.66,28401,"NA"
"23","bemovi_mag_25__morph_mvt_non_cropped","gross_speed","REAL",22.21,272.61248902585,2502.15,29316,"NA"
"24","bemovi_mag_25__morph_mvt_non_cropped","max_step","REAL",2,95.8332503436352,626.12,19965,"NA"
"25","bemovi_mag_25__morph_mvt_non_cropped","min_step","REAL",0.01,1.37053341018935,97.8,1462,"NA"
"26","bemovi_mag_25__morph_mvt_non_cropped","sd_step","REAL",0.22,25.6025854653483,232.36,9788,"NA"
"27","bemovi_mag_25__morph_mvt_non_cropped","sd_gross_speed","REAL",3.71,372.873423491332,2347.94,31433,"NA"
"28","bemovi_mag_25__morph_mvt_non_cropped","max_gross_speed","REAL",35.8,1382.32235423226,5560.55,39754,"NA"
"29","bemovi_mag_25__morph_mvt_non_cropped","min_gross_speed","REAL",0.15,31.5737196825257,2445.09,8745,"NA"
