"","table_name","column_name","type","min","mean","max","no_distict_values","values"
"1","bemovi_mag_16__morph_mvt","timestamp","TEXT",NA,NA,NA,73,"20210920, 20210922, 20210924, 20210927, 20210929, 20211001, 20211004, 20211006, 20211008, 20211011, 20211013, 20211015, 20211018, 20211020, 20211022, 20211025, 20211027, 20211029, 20211101, 20211103, 20211105, 20211108, 20211110, 20211112, 20211115, ..., 20210920, 20210922, 20210924, 20210927, 20210929, 20211001, 20211004, 20211006, 20211008, 20211011, 20211013, 20211015, 20211018, 20211020, 20211022, 20211025, 20211027, 20211029, 20211101, 20211103, 20211105, 20211108, 20211110, 20211112, 20211115"
"2","bemovi_mag_16__morph_mvt","file","TEXT",NA,NA,NA,6136,"20210920_00091, 20210920_00092, 20210920_00093, 20210920_00094, 20210920_00095, 20210920_00096, 20210920_00097, 20210920_00098, 20210920_00099, 20210920_00100, 20210920_00101, 20210920_00102, 20210920_00103, 20210920_00104, 20210920_00105, 20210920_00106, 20210920_00107, 20210920_00108, 20210920_00109, 20210920_00110, 20210920_00111, 20210920_00112, 20210920_00113, 20210920_00114, 20210920_00115, ..., 20210920_00091, 20210920_00092, 20210920_00093, 20210920_00094, 20210920_00095, 20210920_00096, 20210920_00097, 20210920_00098, 20210920_00099, 20210920_00100, 20210920_00101, 20210920_00102, 20210920_00103, 20210920_00104, 20210920_00105, 20210920_00106, 20210920_00107, 20210920_00108, 20210920_00109, 20210920_00110, 20210920_00111, 20210920_00112, 20210920_00113, 20210920_00114, 20210920_00115"
"3","bemovi_mag_16__morph_mvt","mean_grey","REAL",21.391,66.6556694783942,249.4113,556762,"NA"
"4","bemovi_mag_16__morph_mvt","sd_grey","REAL",0.191329063673193,5.26698383596426,91.4063725591284,560018,"NA"
"5","bemovi_mag_16__morph_mvt","mean_area","REAL",1038.557625,5540.81233877977,30769.5657714286,366256,"NA"
"6","bemovi_mag_16__morph_mvt","sd_area","REAL",17.8935374820137,1255.54059701842,21574.1953129664,554714,"NA"
"7","bemovi_mag_16__morph_mvt","mean_perimeter","REAL",113.587515714286,294.528943172698,2404.84128541667,551231,"NA"
"8","bemovi_mag_16__morph_mvt","sd_perimeter","REAL",1.50974282865991,45.4316411786472,2119.76614151578,560017,"NA"
"9","bemovi_mag_16__morph_mvt","mean_major","REAL",38.7392114285714,113.529179346317,562.799465454545,549020,"NA"
"10","bemovi_mag_16__morph_mvt","sd_major","REAL",0.40459681567624,18.8972241994119,659.881099991931,560019,"NA"
"11","bemovi_mag_16__morph_mvt","mean_minor","REAL",11.09162875,59.028172871782,129.604496969697,538526,"NA"
"12","bemovi_mag_16__morph_mvt","sd_minor","REAL",0.24319122308161,7.14789487397159,54.7058024686481,560018,"NA"
"13","bemovi_mag_16__morph_mvt","mean_ar","REAL",1.0626,1.93867256912773,20.753375,486094,"NA"
"14","bemovi_mag_16__morph_mvt","sd_ar","REAL",0.00906917857360853,0.310221481727133,25.5791545215061,559976,"NA"
"15","bemovi_mag_16__morph_mvt","mean_turning","REAL",-3.14,0.0034561327383533,3.14,629,"NA"
"16","bemovi_mag_16__morph_mvt","sd_turning","REAL",0.01,0.500540820936384,3.26,302,"NA"
"17","bemovi_mag_16__morph_mvt","duration","REAL",0.32,2.33124847549794,5,118,"NA"
"18","bemovi_mag_16__morph_mvt","n_frames","INTEGER",6,57.9977554332978,125,120,"6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, ..., 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30"
"19","bemovi_mag_16__morph_mvt","max_net","REAL",30.02,737.044503775773,13522.2,184461,"NA"
"20","bemovi_mag_16__morph_mvt","net_disp","INTEGER",0,688.337786753664,13522,6312,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, ..., 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24"
"21","bemovi_mag_16__morph_mvt","net_speed","REAL",0,314.503921259819,3122.83,96429,"NA"
"22","bemovi_mag_16__morph_mvt","gross_disp","REAL",30.86,1243.95719661298,13758.08,257056,"NA"
"23","bemovi_mag_16__morph_mvt","gross_speed","REAL",31.07,503.020368666062,4520.16,110903,"NA"
"24","bemovi_mag_16__morph_mvt","max_step","REAL",2.72,54.487841144677,991.04,25088,"NA"
"25","bemovi_mag_16__morph_mvt","min_step","REAL",0.01,4.66438417267983,164.03,6563,"NA"
"26","bemovi_mag_16__morph_mvt","sd_step","REAL",0.46,10.9857819288278,334.54,9185,"NA"
"27","bemovi_mag_16__morph_mvt","sd_gross_speed","REAL",9.58,250.282456702364,2746.71,64527,"NA"
"28","bemovi_mag_16__morph_mvt","max_gross_speed","REAL",67.96,1185.96265846341,8258.7,202153,"NA"
"29","bemovi_mag_16__morph_mvt","min_gross_speed","REAL",0.16,116.394830693247,3728.18,59656,"NA"
