"","table_name","column_name","unit","description","comment"
"flowcam__algae_traits.105","flowcam__algae_traits","sphere_volume",NA,NA,NA
"flowcam__algae_traits.106","flowcam__algae_traits","dividingchlamydomonas_prob",NA,NA,NA
"flowcam__algae_traits.107","flowcam__algae_traits","small_unidentified_prob",NA,NA,NA
"flowcytometer__flowcytometer_density.1","flowcytometer__flowcytometer_density","timestamp",NA,NA,NA
"flowcytometer__flowcytometer_density.2","flowcytometer__flowcytometer_density","filename",NA,NA,NA
"flowcytometer__flowcytometer_density.3","flowcytometer__flowcytometer_density","bottle",NA,NA,NA
"flowcytometer__flowcytometer_density.4","flowcytometer__flowcytometer_density","date",NA,NA,NA
"flowcytometer__flowcytometer_density.5","flowcytometer__flowcytometer_density","sample",NA,NA,NA
"flowcytometer__flowcytometer_density.6","flowcytometer__flowcytometer_density","volume",NA,NA,NA
"flowcytometer__flowcytometer_density.7","flowcytometer__flowcytometer_density","total.counts",NA,NA,NA
"flowcytometer__flowcytometer_density.8","flowcytometer__flowcytometer_density","tot_density_perml",NA,NA,NA
"flowcytometer__flowcytometer_density.9","flowcytometer__flowcytometer_density","specname",NA,NA,NA
"flowcytometer__flowcytometer_density.10","flowcytometer__flowcytometer_density","dilution_factor",NA,NA,NA
"flowcytometer__flowcytometer_density.11","flowcytometer__flowcytometer_density","sample_letter",NA,NA,NA
"flowcytometer__flowcytometer_density.12","flowcytometer__flowcytometer_density","sample_number",NA,NA,NA
"flowcytometer__flowcytometer_density.13","flowcytometer__flowcytometer_density","species",NA,NA,NA
"flowcytometer__flowcytometer_density.14","flowcytometer__flowcytometer_density","count",NA,NA,NA
"flowcytometer__flowcytometer_density.15","flowcytometer__flowcytometer_density","density",NA,NA,NA
"manualcount__manualcount_density.1","manualcount__manualcount_density","timestamp",NA,NA,NA
"manualcount__manualcount_density.2","manualcount__manualcount_density","bottle",NA,NA,NA
"manualcount__manualcount_density.3","manualcount__manualcount_density","species",NA,NA,NA
"manualcount__manualcount_density.4","manualcount__manualcount_density","ml_counted",NA,NA,NA
"manualcount__manualcount_density.5","manualcount__manualcount_density","count",NA,NA,NA
"manualcount__manualcount_density.6","manualcount__manualcount_density","density",NA,NA,NA
"o2.1","o2","timestamp",NA,NA,NA
"o2.2","o2","day",NA,NA,NA
"o2.3","o2","bottle",NA,NA,NA
"o2.4","o2","sensor",NA,NA,NA
"o2.5","o2","temperature_actual",NA,NA,NA
"o2.6","o2","percent_o2",NA,NA,NA
"o2.7","o2","measurement",NA,NA,NA
"o2.8","o2","temperature",NA,NA,NA
"o2.9","o2","richness",NA,NA,NA
"o2.10","o2","composition",NA,NA,NA
"o2.11","o2","incubator",NA,NA,NA
"o2meter__o2meter.1","o2meter__o2meter","timestamp",NA,NA,NA
"o2meter__o2meter.2","o2meter__o2meter","bottle",NA,NA,NA
"o2meter__o2meter.3","o2meter__o2meter","sensor",NA,NA,NA
"o2meter__o2meter.4","o2meter__o2meter","date",NA,NA,NA
"o2meter__o2meter.5","o2meter__o2meter","time",NA,NA,NA
"o2meter__o2meter.6","o2meter__o2meter","channel",NA,NA,NA
"o2meter__o2meter.7","o2meter__o2meter","user",NA,NA,NA
"o2meter__o2meter.8","o2meter__o2meter","sensorid",NA,NA,NA
"o2meter__o2meter.9","o2meter__o2meter","sensor_name",NA,NA,NA
"o2meter__o2meter.10","o2meter__o2meter","delta_t",NA,NA,NA
"o2meter__o2meter.11","o2meter__o2meter","time_unit",NA,NA,NA
"o2meter__o2meter.12","o2meter__o2meter","value",NA,NA,NA
"o2meter__o2meter.13","o2meter__o2meter","o2_unit",NA,NA,NA
"o2meter__o2meter.14","o2meter__o2meter","mode",NA,NA,NA
"o2meter__o2meter.15","o2meter__o2meter","phase",NA,NA,NA
"o2meter__o2meter.16","o2meter__o2meter","phase_unit",NA,NA,NA
"o2meter__o2meter.17","o2meter__o2meter","amplitude",NA,NA,NA
"o2meter__o2meter.18","o2meter__o2meter","amplitude_unit",NA,NA,NA
"o2meter__o2meter.19","o2meter__o2meter","temp",NA,NA,NA
"o2meter__o2meter.20","o2meter__o2meter","temp_unit",NA,NA,NA
"o2meter__o2meter.21","o2meter__o2meter","pressure",NA,NA,NA
"o2meter__o2meter.22","o2meter__o2meter","pressure_unit",NA,NA,NA
"o2meter__o2meter.23","o2meter__o2meter","salinity",NA,NA,NA
"o2meter__o2meter.24","o2meter__o2meter","salinity_unit",NA,NA,NA
"o2meter__o2meter.25","o2meter__o2meter","error",NA,NA,NA
"o2meter__o2meter.26","o2meter__o2meter","cal0",NA,NA,NA
"o2meter__o2meter.27","o2meter__o2meter","cal0_unit",NA,NA,NA
"o2meter__o2meter.28","o2meter__o2meter","t0",NA,NA,NA
"o2meter__o2meter.29","o2meter__o2meter","t0_unit",NA,NA,NA
"o2meter__o2meter.30","o2meter__o2meter","o2cal2nd",NA,NA,NA
"o2meter__o2meter.31","o2meter__o2meter","o2_unit1",NA,NA,NA
"o2meter__o2meter.32","o2meter__o2meter","cal2nd",NA,NA,NA
"o2meter__o2meter.33","o2meter__o2meter","cal2nd_unit",NA,NA,NA
"o2meter__o2meter.34","o2meter__o2meter","t2nd",NA,NA,NA
"o2meter__o2meter.35","o2meter__o2meter","t2nd_unit",NA,NA,NA
"o2meter__o2meter.36","o2meter__o2meter","calpressure",NA,NA,NA
"o2meter__o2meter.37","o2meter__o2meter","calpressure_unit",NA,NA,NA
"o2meter__o2meter.38","o2meter__o2meter","f1",NA,NA,NA
"o2meter__o2meter.39","o2meter__o2meter","dphi1",NA,NA,NA
"o2meter__o2meter.40","o2meter__o2meter","dksv1",NA,NA,NA
"o2meter__o2meter.41","o2meter__o2meter","dphi2",NA,NA,NA
"o2meter__o2meter.42","o2meter__o2meter","dksv2",NA,NA,NA
"o2meter__o2meter.43","o2meter__o2meter","m",NA,NA,NA
"o2meter__o2meter.44","o2meter__o2meter","cal_mode",NA,NA,NA
"o2meter__o2meter.45","o2meter__o2meter","signalledcurrent",NA,NA,NA
"o2meter__o2meter.46","o2meter__o2meter","user_signal_intensity",NA,NA,NA
"o2meter__o2meter.47","o2meter__o2meter","referenceledcurrent",NA,NA,NA
"o2meter__o2meter.48","o2meter__o2meter","reference_amplitude",NA,NA,NA
"o2meter__o2meter.49","o2meter__o2meter","device_serial",NA,NA,NA
"o2meter__o2meter.50","o2meter__o2meter","fwversion",NA,NA,NA
"o2meter__o2meter.51","o2meter__o2meter","swversion",NA,NA,NA
"o2meter__o2meter.52","o2meter__o2meter","sensor_type",NA,NA,NA
"o2meter__o2meter.53","o2meter__o2meter","batchid",NA,NA,NA
"o2meter__o2meter.54","o2meter__o2meter","calibration_date",NA,NA,NA
"o2meter__o2meter.55","o2meter__o2meter","sensor_lot",NA,NA,NA
"o2meter__o2meter.56","o2meter__o2meter","presens_calibr",NA,NA,NA
"o2meter__o2meter.57","o2meter__o2meter","battery_voltage",NA,NA,NA
"o2meter__o2meter.58","o2meter__o2meter","battery_voltage_unit",NA,NA,NA
